sq_candidato,link,tse_uf,tse_nome_urna,tse_n_urna,tse_cargo,tse_partido,resultado,numero_votos
170001618407,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001618407,PE,ALEXANDRE PIRES,50013,DEPUTADO ESTADUAL,PSOL,SUPLENTE,4684
170001619589,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001619589,PE,DÉBORA PRETAS JUNTAS,1850,DEPUTADO FEDERAL,REDE,SUPLENTE,1439
170001618396,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001618396,PE,MÃE ANDREIA DA DIVERSAS,50300,DEPUTADO ESTADUAL,PSOL,SUPLENTE,615
170001608963,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001608963,PE,FLÁVIA HELLEN,13180,DEPUTADO ESTADUAL,PT,SUPLENTE,7975
170001619586,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001619586,PE,JANIELLY AZEVEDO,5088,DEPUTADO FEDERAL,PSOL,SUPLENTE,1773
170001619594,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001619594,PE,ENFERMEIRO JHON,5025,DEPUTADO FEDERAL,PSOL,SUPLENTE,1743
170001618417,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001618417,PE,JÔ DAS JUNTAS,50180,DEPUTADO ESTADUAL,PSOL,SUPLENTE,15410
170001619598,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001619598,PE,LUIZA CAROLINA,5044,DEPUTADO FEDERAL,PSOL,SUPLENTE,1058
170001618413,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001618413,PE,MÔNICA COLETIVO ARCO-ÍRIS,18222,DEPUTADO ESTADUAL,REDE,SUPLENTE,130
170001619584,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001619584,PE,ROBEYONCÉ,5000,DEPUTADO FEDERAL,PSOL,SUPLENTE,80732
170001608960,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001608960,PE,ROSA AMORIM,13100,DEPUTADO ESTADUAL,PT,ELEITO POR QP,42632
170001618416,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001618416,PE,SYLVIA,18180,DEPUTADO ESTADUAL,REDE,SUPLENTE,3988
170001715592,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001715592,PE,VICTÓRIA PINHEIRO,2121,DEPUTADO FEDERAL,PCB,NÃO ELEITO,2576
170001608958,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001608958,PE,VINICIUS CASTELLO,13789,DEPUTADO ESTADUAL,PT,SUPLENTE,22713
170001608983,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PE/170001608983,PE,FLOR DA COLETIVA,65100,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,2824
180001605672,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PI/180001605672,PI,BEEL DA SILVA,13013,DEPUTADO ESTADUAL,PT,SUPLENTE,1044
180001608992,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PI/180001608992,PI,NAIRA MANDATA TRANSFEMINISTA,50500,DEPUTADO ESTADUAL,PSOL,NÃO ELEITO,1937
180001618286,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PI/180001618286,PI,MARIANA BANCADA ANTIRRACISTA,5000,DEPUTADO FEDERAL,PSOL,NÃO ELEITO,2542
160001621883,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621883,PR,DAVID ANTUNES,40113,DEPUTADO ESTADUAL,PSB,SUPLENTE,2849
160001614993,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614993,PR,ANGELO COLETIVO DAS CULTURAS,65013,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,1878
160001621884,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621884,PR,DIEGO XAVIER,40313,DEPUTADO ESTADUAL,PSB,SUPLENTE,2130
160001615002,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001615002,PR,GEORGE SOUZZA,13100,DEPUTADO ESTADUAL,PT,SUPLENTE,1472
160001621833,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621833,PR,LUCAS SIQUEIRA,4013,DEPUTADO FEDERAL,PSB,SUPLENTE,4178
160001614992,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614992,PR,MARGOT,13600,DEPUTADO ESTADUAL,PT,SUPLENTE,5152
160001622680,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622680,PR,MATEUS RIBEIRO,50777,DEPUTADO ESTADUAL,PSOL,NÃO ELEITO,387
160001622617,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622617,PR,RENATA BORGES,1200,DEPUTADO FEDERAL,PDT,NÃO ELEITO,2764
160001622681,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622681,PR,MAYRA KARVAT,50587,DEPUTADO ESTADUAL,PSOL,NÃO ELEITO,531
160001622677,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622677,PR,PROFESSORA JULIA SILVEIRA,50555,DEPUTADO ESTADUAL,PSOL,NÃO ELEITO,1433
160001622700,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622700,PR,GIOVANNA SILVEIRA,50500,DEPUTADO ESTADUAL,PSOL,NÃO ELEITO,3517
160001622693,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622693,PR,LUCAS CARDOSO,18013,DEPUTADO ESTADUAL,REDE,NÃO ELEITO,407
160001615013,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001615013,PR,LARISSA DO COLETIVIZANDO,65613,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,1750
160001612413,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001612413,PR,JOÃO GARCIA,23143,DEPUTADO ESTADUAL,CIDADANIA,SUPLENTE,202
160001614507,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614507,PR,JACQUE DA CASA DAS 13 MULHERES,1366,DEPUTADO FEDERAL,PT,SUPLENTE,3718
160001622604,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622604,PR,PROFESSOR GEOVANE,1201,DEPUTADO FEDERAL,PDT,NÃO ELEITO,582
160001623083,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001623083,PR,PAOLA REIS,12100,DEPUTADO ESTADUAL,PDT,SUPLENTE,395
160001614988,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614988,PR,GIORGIA PRATES - MANDATA PRETA,13130,DEPUTADO ESTADUAL,PT,SUPLENTE,3106
190001598396,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001598396,RJ,ANDRÉA ARAUJO DTO. LGBT/ANIMAL,30303,DEPUTADO ESTADUAL,NOVO,NÃO ELEITO,2120
190001600490,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600490,RJ,ANDREA CASSA,5023,DEPUTADO FEDERAL,PSOL,SUPLENTE,1756
190001600432,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600432,RJ,ARILDO JUNIOR,50200,DEPUTADO ESTADUAL,PSOL,SUPLENTE,502
190001619190,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001619190,RJ,CAMILA MARINS,1329,DEPUTADO FEDERAL,PT,SUPLENTE,4628
190001620478,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620478,RJ,COSME FELIPPSEN,13300,DEPUTADO ESTADUAL,PT,SUPLENTE,273
190001620519,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620519,RJ,DANI BALBI,65123,DEPUTADO ESTADUAL,PC DO B,ELEITO POR QP,65815
190001620479,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620479,RJ,DARA SANT'ANNA,13031,DEPUTADO ESTADUAL,PT,SUPLENTE,6967
190001609765,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001609765,RJ,GIOVANNA ALMEIDA,80000,DEPUTADO ESTADUAL,UP,NÃO ELEITO,9199
190001619198,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001619198,RJ,INDIANARAE SIQUEIRA,1369,DEPUTADO FEDERAL,PT,SUPLENTE,4962
190001620495,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620495,RJ,KAWAN LOPES,13050,DEPUTADO ESTADUAL,PT,SUPLENTE,2997
190001639150,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001639150,RJ,PROF RENATO BATISTA,40713,DEPUTADO ESTADUAL,PSB,SUPLENTE,490
190001645414,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001645414,RJ,SOL MIRANDA,4044,DEPUTADO FEDERAL,PSB,SUPLENTE,11427
190001600424,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600424,RJ,YARITZA,50069,DEPUTADO ESTADUAL,PSOL,SUPLENTE,110
190001600433,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600433,RJ,BENNY BRIOLLY,50555,DEPUTADO ESTADUAL,PSOL,SUPLENTE,25150
190001620483,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620483,RJ,CAROL QUINTANA,13044,DEPUTADO ESTADUAL,PT,SUPLENTE,4600
190001620466,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620466,RJ,VERÔNICA LIMA,13580,DEPUTADO ESTADUAL,PT,ELEITO POR QP,55738
190001600442,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600442,RJ,JEFFERSON VINCO,50222,DEPUTADO ESTADUAL,PSOL,SUPLENTE,8380
190001732307,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001732307,RJ,FELIPE CARDOSO,12023,DEPUTADO ESTADUAL,PDT,SUPLENTE,80
190001639123,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001639123,RJ,RODRIGO FRANÇA,40575,DEPUTADO ESTADUAL,PSB,SUPLENTE,731
190001600439,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600439,RJ,ROSE CIPRIANO COLET. PERIFÉRICA,50800,DEPUTADO ESTADUAL,PSOL,SUPLENTE,13699
190001600448,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600448,RJ,DANI MONTEIRO,50050,DEPUTADO ESTADUAL,PSOL,ELEITO POR QP,50140
190001654243,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001654243,RJ,RENNAN CANTUARIA,12321,DEPUTADO ESTADUAL,PDT,SUPLENTE,678
200001612240,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001612240,RN,PABLO AIRES,4050,DEPUTADO FEDERAL,PSB,NÃO ELEITO,21996
200001603632,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001603632,RN,RAYANE ANDRADE,13111,DEPUTADO ESTADUAL,PT,SUPLENTE,13358
200001620344,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001620344,RN,ROCHELLY POTIGUAR,1288,DEPUTADO FEDERAL,PDT,NÃO ELEITO,359
200001603649,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001603649,RN,SAMANDA,1313,DEPUTADO FEDERAL,PT,SUPLENTE,31240
200001612241,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001612241,RN,THABATTA PIMENTA,4040,DEPUTADO FEDERAL,PSB,NÃO ELEITO,40533
200001667828,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001667828,RN,CAMILA DA JUNTAS,5050,DEPUTADO FEDERAL,PSOL,NÃO ELEITO,1710
230001642281,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RR/230001642281,RR,JACILDO BEZERRA,23222,DEPUTADO ESTADUAL,CIDADANIA,SUPLENTE,84
230001600116,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RR/230001600116,RR,JHONATAN CALEL,3522,DEPUTADO FEDERAL,PMB,NÃO ELEITO,221
210001610594,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610594,RS,ÁGATA MOSTARDEIRO,13070,DEPUTADO ESTADUAL,PT,SUPLENTE,3226
210001598518,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598518,RS,ALICE CARVALHO,50777,DEPUTADO ESTADUAL,PSOL,SUPLENTE,9350
210001621262,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001621262,RS,ATENA ROVEDA,1221,DEPUTADO FEDERAL,PDT,SUPLENTE,2862
210001596921,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596921,RS,ÉMERSON DA COSTA,5025,DEPUTADO FEDERAL,PSOL,SUPLENTE,2706
210001610587,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610587,RS,ÌYÁ SANDRALI,13777,DEPUTADO ESTADUAL,PT,SUPLENTE,4219
210001610628,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610628,RS,LINS ROBALO,13444,DEPUTADO ESTADUAL,PT,SUPLENTE,5524
210001598511,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598511,RS,LUANA ROSA,50800,DEPUTADO ESTADUAL,PSOL,SUPLENTE,919
210001596937,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596937,RS,PALOMA DAUDT,5051,DEPUTADO FEDERAL,PSOL,SUPLENTE,708
210001620235,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001620235,RS,ROGERIO CERATTI,23777,DEPUTADO ESTADUAL,CIDADANIA,SUPLENTE,2292
210001610635,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610635,RS,PATRICIA LOUPEE,13223,DEPUTADO ESTADUAL,PT,SUPLENTE,120
210001598514,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598514,RS,VANTUIR EMERSON,50250,DEPUTADO ESTADUAL,PSOL,SUPLENTE,537
210001620050,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001620050,RS,ÉDERSON FERREIRA,4540,DEPUTADO FEDERAL,PSDB,SUPLENTE,640
210001598512,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598512,RS,GIOVANNI FERRAZ,50050,DEPUTADO ESTADUAL,PSOL,SUPLENTE,1159
210001604641,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001604641,RS,DAIANA SANTOS,6565,DEPUTADO FEDERAL,PC DO B,ELEITO POR MÉDIA,88107
210001597021,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001597021,RS,JUAN SAVEDRA,30030,DEPUTADO ESTADUAL,NOVO,SUPLENTE,4801
210001596929,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596929,RS,NATASHA,5010,DEPUTADO FEDERAL,PSOL,SUPLENTE,5925
210001606009,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001606009,RS,NIKAYA VIDOR,1616,DEPUTADO FEDERAL,PSTU,NÃO ELEITO,538
210001606117,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001606117,RS,ANA RITA,16016,DEPUTADO ESTADUAL,PSTU,NÃO ELEITO,668
210001614145,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001614145,RS,JONATAS TEIXEIRA,77428,DEPUTADO ESTADUAL,SOLIDARIEDADE,NÃO ELEITO,51
210001596982,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596982,RS,LAÉRCIO ZANCAN - LALÁ,4003,DEPUTADO FEDERAL,PSB,SUPLENTE,3867
210001596938,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596938,RS,THAMYRES FILGUEIRA,5001,DEPUTADO FEDERAL,PSOL,SUPLENTE,7348
210001621266,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001621266,RS,KELLY SILVA,1202,DEPUTADO ESTADUAL,PDT,SUPLENTE,802
210001614117,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001614117,RS,KAKÁ RIBEIRO,77756,DEPUTADO ESTADUAL,SOLIDARIEDADE,NÃO ELEITO,574
210001596939,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596939,RS,PATY REX,5033,DEPUTADO FEDERAL,PSOL,SUPLENTE,894
210001610600,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610600,RS,BRUNA E COLETIVO,65065,DEPUTADO ESTADUAL,PCDOB,SUPLENTE,1960
240001679655,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679655,SC,DANI COLETIVO JUVENTUDE LULA,13013,DEPUTADO ESTADUAL,PT,SUPLENTE,7752
240001610046,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610046,SC,ALEX STEIN,50005,DEPUTADO ESTADUAL,PSOL,SUPLENTE,761
240001645216,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645216,SC,CARLA AYRES,1344,DEPUTADO FEDERAL,PT,SUPLENTE,39609
240001610054,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610054,SC,ERICK CARDOSO,50022,DEPUTADO ESTADUAL,PSOL,SUPLENTE,804
240001605927,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001605927,SC,FRANCIEL BRITOS,15888,DEPUTADO ESTADUAL,MDB,SUPLENTE,233
240001604512,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001604512,SC,NEGA GRAZI,4412,DEPUTADO FEDERAL,UNIÃO,SUPLENTE,1655
240001610059,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610059,SC,JAQUELINE PORTO,50047,DEPUTADO ESTADUAL,PSOL,SUPLENTE,145
240001679664,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679664,SC,JEAN VOLPATO,13313,DEPUTADO ESTADUAL,PT,SUPLENTE,12499
240001610060,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610060,SC,JÉSSICA MICHELS,50180,DEPUTADO ESTADUAL,PSOL,SUPLENTE,2613
240001610082,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610082,SC,CAMASÃO,5050,DEPUTADO FEDERAL,PSOL,NÃO ELEITO,12714
240001645214,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645214,SC,LIROUS ÁVILA,1303,DEPUTADO FEDERAL,PT,SUPLENTE,7518
240001644419,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644419,SC,MARCIANO DA LIGA DE LUTAS,12024,DEPUTADO ESTADUAL,PDT,SUPLENTE,282
240001647260,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647260,SC,MARGARETH HERNANDES,40400,DEPUTADO ESTADUAL,PSB,NÃO ELEITO,1792
240001610071,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610071,SC,MATHEUS RODRIGUES,50048,DEPUTADO ESTADUAL,PSOL,SUPLENTE,415
240001644407,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644407,SC,PAULINHO,12222,DEPUTADO ESTADUAL,PDT,SUPLENTE,464
240001610052,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610052,SC,CÍNTIA MANDATA BEM VIVER,50999,DEPUTADO ESTADUAL,PSOL,SUPLENTE,7137
240001647338,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647338,SC,DIO ADELINO,77123,DEPUTADO ESTADUAL,SOLIDARIEDADE,NÃO ELEITO,296
240001679629,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679629,SC,LARISSA STEPHANIE,65180,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,2395
240001679649,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679649,SC,RAFAEL COLETIVO FELIZ DE NOVO,13713,DEPUTADO ESTADUAL,PT,SUPLENTE,1047
240001732331,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001732331,SC,JO DA COLETIVA REBELDIA,1600,DEPUTADO FEDERAL,PSTU,NÃO ELEITO,424
240001645207,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645207,SC,GIOVANA MONDARDO,6565,DEPUTADO FEDERAL,PC DO B,SUPLENTE,38862
240001644395,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644395,SC,JANA GUEDES,12555,DEPUTADO ESTADUAL,PDT,SUPLENTE,3984
240001604511,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001604511,SC,MARIA FERNANDA SANTIAGO,4421,DEPUTADO FEDERAL,UNIÃO,SUPLENTE,1070
240001647245,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647245,SC,RAQUEL PECATTO,4050,DEPUTADO FEDERAL,PSB,NÃO ELEITO,507
260001636123,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001636123,SE,GIGI POETISA,50000,DEPUTADO ESTADUAL,PSOL,SUPLENTE,762
260001636118,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001636118,SE,LINDA BRASIL,50180,DEPUTADO ESTADUAL,PSOL,ELEITO POR QP,28704
260001618179,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001618179,SE,ROSA REIS,1030,DEPUTADO FEDERAL,REPUBLICANOS,SUPLENTE,289
260001632571,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001632571,SE,JENNIFER BOMFIM,8008,DEPUTADO FEDERAL,UP,NÃO ELEITO,643
260001600225,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001600225,SE,JESSICA FONSECA,45023,DEPUTADO ESTADUAL,PSDB,SUPLENTE,395
250001610030,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610030,SP,AGRIPINO MAGALHÃES JUNIOR,15456,DEPUTADO ESTADUAL,MDB,SUPLENTE,1595
250001611761,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611761,SP,ALEXYA SALVADOR,13013,DEPUTADO ESTADUAL,PT,SUPLENTE,8359
250001613775,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613775,SP,ALICE RIBEIRO,5009,DEPUTADO FEDERAL,PSOL,SUPLENTE,484
250001611762,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611762,SP,DEIA ZULU AFROFUTURISTA,13500,DEPUTADO ESTADUAL,PT,SUPLENTE,5651
250001620254,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620254,SP,ARIADNA ARANTES,4065,DEPUTADO FEDERAL,PSB,SUPLENTE,4885
250001619362,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619362,SP,DIDA COLETIVO EM TODAS LUTAS,50013,DEPUTADO ESTADUAL,PSOL,SUPLENTE,3595
250001619328,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619328,SP,PAULA DA BANCADA FEMINISTA,50000,DEPUTADO ESTADUAL,PSOL,ELEITO POR QP,259771
250001619376,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619376,SP,CLAUDIA MONTANARI,50001,DEPUTADO ESTADUAL,PSOL,SUPLENTE,1881
250001643629,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643629,SP,NEUDES BANCADA TRABALHISTA,12212,DEPUTADO ESTADUAL,PDT,SUPLENTE,3512
250001611780,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611780,SP,FRANCISCA BANCADA DA EDUCAÇÃO,65658,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,3903
250001613771,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613771,SP,DYEGO SÉRVOLO,5075,DEPUTADO FEDERAL,PSOL,SUPLENTE,1608
250001613814,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613814,SP,ERIKA HILTON,5070,DEPUTADO FEDERAL,PSOL,ELEITO POR QP,256903
250001610689,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610689,SP,FERNANDA CURTI,1387,DEPUTADO FEDERAL,PT,SUPLENTE,24566
250001620645,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620645,SP,IYÁ FERNANDA DE MORAES,40412,DEPUTADO ESTADUAL,PSB,SUPLENTE,385
250001610699,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610699,SP,FERNANDA PRADO,1334,DEPUTADO FEDERAL,PT,SUPLENTE,1974
250001619401,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619401,SP,GUILHERME CORTEZ,50005,DEPUTADO ESTADUAL,PSOL,ELEITO POR QP,45094
250001613958,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613958,SP,HELOIZA RAVASQ,3340,DEPUTADO FEDERAL,PMN,NÃO ELEITO,460
250001619360,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619360,SP,PROFESSORA JESSICA MARQUES,50012,DEPUTADO ESTADUAL,PSOL,SUPLENTE,11097
250001619402,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619402,SP,JULIO DO QUILOMBO PERIFÉRICO,50020,DEPUTADO ESTADUAL,PSOL,SUPLENTE,13734
