"OBS: Candidaturas LGBT+ ao Legislativo, que disputaram as eleições de 2022, cadastradas na plataforma VoteLGBT. TOTAL = 319",,,,,,,
Link,TSE_UF,TSE NOME DE URNA,TSE N° URNA,TSE CARGO,TSE PARTIDO,RESULTADO,NÚMERO DE VOTOS
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PI/180001608992,PI, NAIRA MANDATA TRANSFEMINISTA ,50500,Deputado Estadual,PSOL,Não eleito,1.937
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PI/180001618286,PI,MARIANA BANCADA ANTIRRACISTA,5000,Deputado Federal,PSOL,Não eleito,2.542
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621883,PR, DAVID ANTUNES ,40113,Deputado Estadual,PSB,Suplente,2.849
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614993,PR, ANGELO COLETIVO DAS CULTURAS ,65013,Deputado Estadual,PC do B,Suplente,1.878
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621884,PR, DIEGO XAVIER ,40313,Deputado Estadual,PSB,Suplente,2.130
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001615002,PR, GEORGE SOUZZA ,13100,Deputado Estadual,PT,Suplente,1.472
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001621833,PR, LUCAS SIQUEIRA ,4013,Deputado Federal,PSB,Suplente,4.178
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614992,PR, MARGOT ,13600,Deputado Estadual,PT,Suplente,5.152
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622680,PR, MATEUS RIBEIRO ,50777,Deputado Estadual,PSOL,Não eleito,387
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622617,PR, RENATA BORGES ,1200,Deputado Federal,PDT,Não eleito,2.764
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622681,PR, MAYRA KARVAT ,50587,Deputado Estadual,PSOL,Não eleito,531
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622677,PR,PROFESSORA JULIA SILVEIRA,50555,Deputado Estadual,PSOL,Não eleito,1.433
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622700 ,PR, GIOVANNA SILVEIRA ,50500,Deputado Estadual,PSOL,Não eleito,3.517
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622693,PR, LUCAS CARDOSO ,18013,Deputado Estadual,REDE,Não eleito,407
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001615013,PR, LARISSA DO COLETIVIZANDO ,65613,Deputado Estadual,PC do B,Suplente,1.750
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001612413,PR, JOÃO GARCIA ,23143,Deputado Estadual,CIDADANIA,Suplente,202
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614507,PR, JACQUE DA CASA DAS 13 MULHERES ,1366,Deputado Federal,PT,Suplente,3.718
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001622604,PR,PROFESSOR GEOVANE,1201,Deputado Federal,PDT ,Não eleito,582
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001623083,PR,PAOLA REIS,12100,Deputado Estadual,PDT,Suplente,395
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/PR/160001614988,PR, GIORGIA PRATES - MANDATA PRETA ,13130,Deputado Estadual,PT,Suplente,3.106
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001598396,RJ,ANDRÉA ARAUJO DTO. LGBT/ANIMAL,30303,Deputado Estadual,NOVO,Não eleito,2.120
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600490,RJ, ANDREA CASSA ,5023,Deputado Federal,PSOL,Suplente,1.756
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600432,RJ, ARILDO JUNIOR ,50200,Deputado Estadual,PSOL,Suplente,502
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001619190,RJ, CAMILA MARINS ,1329,Deputado Federal,PT,Suplente,4.628
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620478,RJ, COSME FELIPPSEN ,13300,Deputado Estadual,PT,Suplente,273
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620519,RJ, DANI BALBI ,65123,Deputado Estadual,PC do B,Eleito por QP,65.815
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620479,RJ, DARA SANT'ANNA ,13031,Deputado Estadual,PT,Suplente,6.967
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001609765,RJ, GIOVANNA ALMEIDA ,80000,Deputado Estadual,UP,Não eleito,9.199
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001619198,RJ, INDIANARAE SIQUEIRA ,1369,Deputado Federal,PT,Suplente,4.962
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620495,RJ, KAWAN LOPES ,13050,Deputado Estadual,PT,Suplente,2.997
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001639150,RJ, PROF RENATO BATISTA ,40713,Deputado Estadual,PSB,Suplente,490
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001645414,RJ, SOL MIRANDA ,4044,Deputado Federal,PSB,Suplente,11.427
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600424,RJ, YARITZA ,50069,Deputado Estadual,PSOL,Suplente,110
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600433,RJ, BENNY BRIOLLY ,50555,Deputado Estadual,PSOL,Suplente,25.150
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620483,RJ, CAROL QUINTANA ,13044,Deputado Estadual,PT,Suplente,4.600
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001620466,RJ, VERÔNICA LIMA ,13580,Deputado Estadual,PT,Eleito por QP,55.738
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600442,RJ,JEFFERSON VINCO,50222,Deputado Estadual,PSOL,Suplente,8.380
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001732307,RJ, FELIPE CARDOSO ,12023,Deputado Estadual,PDT,Suplente,80
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001639123,RJ,RODRIGO FRANÇA,40575,Deputado Estadual,PSB,Suplente,731
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600439,RJ,ROSE CIPRIANO COLET. PERIFÉRICA,50800,Deputado Estadual,PSOL,Suplente,13.699
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001600448,RJ,DANI MONTEIRO,50050,Deputado Estadual,PSOL,Eleito por QP,50.140
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RJ/190001654243,RJ, RENNAN CANTUARIA ,12321,Deputado Estadual,PDT,Suplente,678
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001612240,RN, PABLO AIRES ,4050,Deputado Federal,PSB,Não eleito,21.996
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001603632,RN, RAYANE ANDRADE,13111,Deputado Estadual,PT,Suplente,13.358
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001620344,RN, ROCHELLY POTIGUAR ,1288,Deputado Federal,PDT,Não eleito,359
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001603649,RN, SAMANDA ,1313,Deputado Federal,PT,Suplente,31.240
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001612241,RN, THABATTA PIMENTA ,4040,Deputado Federal,PSB,Não eleito,40.533
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RN/200001667828,RN,CAMILA DA JUNTAS,5050,Deputado Federal,PSOL,Não eleito,1.710
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RR/230001642281,RR, JACILDO BEZERRA ,23222,Deputado Estadual,CIDADANIA,Suplente,84
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RR/230001600116,RR, JHONATAN CALEL ,3522,Deputado Federal,PMB,Não eleito,221
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610594,RS, ÁGATA MOSTARDEIRO ,13070,Deputado Estadual,PT,Suplente,3.226
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598518,RS, ALICE CARVALHO ,50777,Deputado Estadual,PSOL,Suplente,9.350
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001621262,RS, ATENA ROVEDA ,1221,Deputado Federal,PDT,Suplente,2.862
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596921,RS, ÉMERSON DA COSTA ,5025,Deputado Federal,PSOL,Suplente,2.706
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610587,RS, ÌYÁ SANDRALI ,13777,Deputado Estadual,PT,Suplente,4.219
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610628,RS, LINS ROBALO ,13444,Deputado Estadual,PT,Suplente,5.524
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598511,RS, LUANA ROSA ,50800,Deputado Estadual,PSOL,Suplente,919
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596937,RS, PALOMA DAUDT ,5051,Deputado Federal,PSOL,Suplente,708
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001620235,RS, ROGERIO CERATTI ,23777,Deputado Estadual,CIDADANIA,Suplente,2.292
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610635,RS, PATRICIA LOUPEE ,13223,Deputado Estadual,PT,Suplente,120
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598514,RS, VANTUIR EMERSON ,50250,Deputado Estadual,PSOL,Suplente,537
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001620050,RS, ÉDERSON FERREIRA ,4540,Deputado Federal,PSDB,Suplente,640
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001598512,RS, GIOVANNI FERRAZ ,50050,Deputado Estadual,PSOL,Suplente,1.159
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001604641,RS,DAIANA SANTOS,6565,Deputado Federal,PC do B,Eleito por média,88.107
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001597021,RS,JUAN SAVEDRA ,30030,Deputado Estadual,NOVO,Suplente,4.801
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596929,RS,NATASHA ,5010,Deputado Federal,PSOL,Suplente,5.925
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001606009,RS,NIKAYA VIDOR,1616,Deputado Federal,PSTU,Não eleito,538
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001606117,RS,ANA RITA ,16016,Deputado Estadual,PSTU,Não eleito,668
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001614145,RS,JONATAS TEIXEIRA,77428,Deputado Estadual,SOLIDARIEDADE,Não eleito,51
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596982,RS,LAÉRCIO ZANCAN - LALÁ,4003,Deputado Federal,PSB,Suplente,3.867
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596938,RS,THAMYRES FILGUEIRA,5001,Deputado Federal,PSOL,Suplente,7.348
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001621266,RS,KELLY SILVA,1202,Deputado Estadual,PDT,Suplente,802
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001614117,RS,KAKÁ RIBEIRO,77756,Deputado Estadual,SOLIDARIEDADE,Não eleito,574
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001596939,RS,PATY REX ,5033,Deputado Federal,PSOL,Suplente,894
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/RS/210001610600,RS,BRUNA E COLETIVO,65065,Deputado Estadual,PCdoB,Suplente,1.960
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679655,SC, DANI COLETIVO JUVENTUDE LULA ,13013,Deputado Estadual,PT,Suplente,7.752
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610046,SC, ALEX STEIN,50005,Deputado Estadual,PSOL,Suplente,761
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645216,SC, CARLA AYRES ,1344,Deputado Federal,PT,Suplente,39.609
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610054,SC, ERICK CARDOSO ,50022,Deputado Estadual,PSOL,Suplente,804
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001605927,SC, FRANCIEL BRITOS,15888,Deputado Estadual,MDB,Suplente,233
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001604512,SC, NEGA GRAZI ,4412,Deputado Federal,UNIÃO,Suplente,1.655
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610059,SC, JAQUELINE PORTO ,50047,Deputado Estadual,PSOL,Suplente,145
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679664,SC, JEAN VOLPATO ,13313,Deputado Estadual,PT,Suplente,12.499
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610060,SC, JÉSSICA MICHELS ,50180,Deputado Estadual,PSOL,Suplente,2.613
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610082,SC, CAMASÃO ,5050,Deputado Federal,PSOL,Não eleito,12.714
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645214,SC, LIROUS ÁVILA ,1303,Deputado Federal,PT,Suplente,7.518
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644419,SC, MARCIANO DA LIGA DE LUTAS ,12024,Deputado Estadual,PDT,Suplente,282
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647260,SC, MARGARETH HERNANDES ,40400,Deputado Estadual,PSB,Não eleito,1.792
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610071,SC, MATHEUS RODRIGUES ,50048,Deputado Estadual,PSOL,Suplente,415
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644407,SC, PAULINHO ,12222,Deputado Estadual,PDT,Suplente,464
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001610052,SC,CÍNTIA MANDATA BEM VIVER,50999,Deputado Estadual,PSOL,Suplente,7.137
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647338,SC, DIO ADELINO ,77123,Deputado Estadual,SOLIDARIEDADE,Não eleito,296
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679629,SC, LARISSA STEPHANIE ,65180,Deputado Estadual,PC do B,Suplente,2.395
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001679649,SC,RAFAEL COLETIVO FELIZ DE NOVO ,13713,Deputado Estadual,PT,Suplente,1.047
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001732331,SC, JO DA COLETIVA REBELDIA ,1600,Deputado Federal,PSTU,Não eleito,424
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001645207,SC,GIOVANA MONDARDO,6565,Deputado Federal,PC do B,Suplente,38.862
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001644395,SC,JANA GUEDES,12555,Deputado Estadual,PDT,Suplente,3.984
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001604511,SC,MARIA FERNANDA SANTIAGO,4421,Deputado Federal,UNIÃO,Suplente,1.070
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SC/240001647245,SC,RAQUEL PECATTO,4050,Deputado Federal,PSB,Não eleito,507
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001636123,SE, GIGI POETISA ,50000,Deputado Estadual,PSOL,Suplente,762
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001636118,SE, LINDA BRASIL ,50180,Deputado Estadual,PSOL,Eleito por QP,28.704
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001618179,SE,ROSA REIS,1030,Deputado Federal,REPUBLICANOS,Suplente,289
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001632571,SE,JENNIFER BOMFIM ,8008,Deputado Federal,UP ,Não eleito,643
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SE/260001600225,SE,JESSICA FONSECA ,45023,Deputado Estadual,PSDB,Suplente,395
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610030,SP, AGRIPINO MAGALHÃES JUNIOR ,15456,Deputado Estadual,MDB,Suplente,1.595
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611761,SP, ALEXYA SALVADOR ,13013,Deputado Estadual,PT,Suplente,8.359
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613775,SP, ALICE RIBEIRO ,5009,Deputado Federal,PSOL,Suplente,484
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611762,SP, DEIA ZULU AFROFUTURISTA ,13500,Deputado Estadual,PT,Suplente,5.651
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620254,SP, ARIADNA ARANTES ,4065,Deputado Federal,PSB,Suplente,4.885
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619362,SP, DIDA COLETIVO EM TODAS LUTAS ,50013,Deputado Estadual,PSOL,Suplente,3.595
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619328,SP, PAULA DA BANCADA FEMINISTA ,50000,Deputado Estadual,PSOL,Eleito por QP,259.771
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619376,SP, CLAUDIA MONTANARI ,50001,Deputado Estadual,PSOL,Suplente,1.881
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643629,SP,NEUDES BANCADA TRABALHISTA ,12212,Deputado Estadual,PDT,Suplente,3.512
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611780,SP, FRANCISCA BANCADA DA EDUCAÇÃO ,65658,Deputado Estadual,PC do B,Suplente,3.903
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613771,SP, DYEGO SÉRVOLO ,5075,Deputado Federal,PSOL,Suplente,1.608
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613814,SP, ERIKA HILTON ,5070,Deputado Federal,PSOL,Eleito por QP,256.903
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610689,SP, FERNANDA CURTI ,1387,Deputado Federal,PT,Suplente,24.566
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620645,SP, IYÁ FERNANDA DE MORAES ,40412,Deputado Estadual,PSB,Suplente,385
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610699,SP, FERNANDA PRADO ,1334,Deputado Federal,PT,Suplente,1.974
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619401,SP, GUILHERME CORTEZ ,50005,Deputado Estadual,PSOL,Eleito por QP,45.094
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613958,SP, HELOIZA RAVASQ ,3340,Deputado Federal,PMN,Não eleito,460
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619360,SP, PROFESSORA JESSICA MARQUES ,50012,Deputado Estadual,PSOL,Suplente,11.097
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619402,SP, JULIO DO QUILOMBO PERIFÉRICO ,50020,Deputado Estadual,PSOL,Suplente,13.734
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613760,SP, HENRIQUE PARRA DO CARDUME ,5012,Deputado Federal,PSOL,Suplente,6.849
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619348,SP, KEIT LIMA ,50300,Deputado Estadual,PSOL,Suplente,36.767
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001612101,SP, MÁRCIA ROCHA ,2324,Deputado Federal,CIDADANIA,Suplente,2.858
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619382,SP, LENINHA PROFESSORA,50666,Deputado Estadual,PSOL,Suplente,2.383
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643684,SP, MÃE MIRELLE BUENO ,12307,Deputado Estadual,PDT,Suplente,418
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619369,SP, NEON CUNHA ,50700,Deputado Estadual,PSOL,Suplente,35.111
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611757,SP, PAOLLA MIGUEL ,13199,Deputado Estadual,PT,Suplente,25.062
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613797,SP, PATRICIA ZANELLA ,1822,Deputado Federal,REDE,Suplente,3.147
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610680,SP, ATAGIBA ,1300,Deputado Federal,PT,Suplente,20.066
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611776,SP, ROZANA BARROSO POVO NO PODER ,65013,Deputado Estadual,PC do B,Suplente,6.180
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613774,SP, SANTO LEGALIZA ,5042,Deputado Federal,PSOL,Suplente,5.446
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620625,SP, SHIRLEI MOURA ,40665,Deputado Estadual,PSB,Suplente,410
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620627,SP, SUSY SEVEN ,40717,Deputado Estadual,PSB,Suplente,412
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610644,SP, SYMMY LARRAT ,1369,Deputado Federal,PT,Suplente,5.400
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620628,SP, TALITA CADEIRANTE ,40012,Deputado Estadual,PSB,Suplente,14.971
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611769,SP, THAINARA FARIA ,13016,Deputado Estadual,PT,Eleito por QP,91.388
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619331,SP, THÍFANY FÉLIX ,18181,Deputado Estadual,REDE,Suplente,455
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620297,SP, WILLIAM CALLEGARO ,4050,Deputado Federal,PSB,Suplente,3.921
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611784,SP,RICARDO CAMPEÃO COLETIVO VERDE,43433,Deputado Estadual,PV,Suplente,2.258
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619355,SP,ADRIANA DO POVO DA CULTURA,50456,Deputado Estadual,PSOL,Suplente,16.167
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619337,SP,THALITA TAVARES,50180,Deputado Estadual,PSOL,Suplente,2.777
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619359,SP, PROFESSOR JUCA ,50800,Deputado Estadual,PSOL,Suplente,2.786
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643636,SP, REBECCA BARBOSA ,12456,Deputado Estadual,PDT,Suplente,3.002
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610690,SP, JACQUE CHANEL ,1384,Deputado Federal,PT,Suplente,489
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001606259,SP, GORETE SILVA ,77134,Deputado Estadual,SOLIDARIEDADE,Suplente,527
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610027,SP, PROF ADRIANA VASCONCELLOS ,15556,Deputado Estadual,MDB,Suplente,3.766
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643597,SP,MARIA EUGENIA BIFFI,12016,Deputado Estadual,PDT,Suplente,3.217
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001723577,SP,URIÃ FANCELLI ,19020,Deputado Estadual,PODE,Suplente,9.341
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611822,SP,JOEL JUNIOR ,43773,Deputado Estadual,PV,Suplente,610
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611539,SP, MANDI MULHERES EM REBELDIA ,16123,Deputado Estadual,PSTU,Não eleito,751
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643641,SP,PROF. RAFAEL PURGATO,12720,Deputado Estadual,PDT,Suplente,2.202
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619375,SP,PROFESSORA JACI TODAS AS LUTAS,50088,Deputado Estadual,PSOL,Suplente,839
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643732,SP, ABNER TOFANELLI ,1250,Deputado Federal,PDT,Não eleito,13.215
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611767,SP,DUDA HIDALGO,13180,Deputado Estadual,PT,Suplente,49.656
https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613806,SP,WALTECY,5077,Deputado Federal,PSOL,Suplente,1.635
