id,created_at,text,tweet_url,direct_reply,batch_user,hate_score,target_prob,filename
gAAAAABj7UmKhOUTtu0tPpHGY7_pGerM_VGoJSXcllZh8X-dyK4CZtBXZk0TvgTMAPux92eElTq37gnW44wUJ2QZymjnTNjXcoA5Jps5g5QMVik1xAL_GjU=,2022-08-28 23:28:14-03:00,"@Izalourenca Se fosse eu já tinha tratorado era tudo...
Essa molecada maconheira do ESG é chata pra baralho...",gAAAAABj7UmKoK6KWCovmjLJJ6C6soOZ3OMMfgRUKJTxuZvqMWQvtNNLRBgx0nx9LN4bjK36s2Uy81bWAd34dZxPYykWXOTbLLO5m6-8IugQD-RcuMpo15AmekYfmZBvPDENC_KPLpMo4Vr_CwH-5vTHfybfmhLd20ki9EjzwTWiPskK-vFiXv0=,1,1000724258740473856,0.6235944,0.7824901316605496,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK-E9t-CXjf1Q5fpS5I7kAKK6hMUR8OyCJR-hmeMSRyd-jBWCGoH1CE0rSfenOLEnrEW-08tB2-73-WhJfgMmaWBSWjpLOkNrZ5GuOdDFKosc=,2022-08-28 23:45:26-03:00,@Marilacerdapt Habla mesmo mami,gAAAAABj7UmKYotfJCj9BRAmY0f7-emxmg65FQrwrLusZIw226ha2-h1WDdfscqE9VpX55ooNBFQR7Ip4cWUkgWh0-NargmhKRj55OAfs_UZhj4ptVceudXXOZAsDeVwn1FmvXrGNqcmCCa_RDVqIS9-dC4Y8CFmOA==,1,1051189349105233920,0.26024103,0.6633861447490026,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKJRvv9y9OCb1FRxxd_EeBRpONkORv9YFcVxvNh2QXz1YTLthrANDfc9QOKQzJdUuh-5YUXW3hF2kAIDbnIaVXys6F4deBP4ElYyhGHwf62q4=,2022-08-28 22:45:27-03:00,"@Marilacerdapt Pq o PT não lançou a Luizianne hein? O PDT fez bem em chutar vcs, moralistas de goela igual ao bolsonaristas.",gAAAAABj7UmKYux5x-RU3ZGs8rT-zWYamrnOC1YnIm6h0Jo3XLekOjed-H_eMUDmx2ZSXUIhKN09TEZKmjnqNY9PeKfgPQkrGcLaIsITEE8lLZQzR3sFxf7ed5AFJI7cx2MiDNCAOdgOpNFPIut9gyWHFOBrSUqI2iQzf6XVVCMr5JPexxkKEb8=,1,1051189349105233920,0.49978063,0.9986789242793903,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK443AIz-CfZIBXU526BIjuP4_D8CTV6ccvtmX-Eo3e4gpP3DdDdkL-aL2hXCkMKBUgWL34-KhBwb6XeFlYvGKbljvHjw-7_owDcy8RD8h7io=,2022-08-29 00:49:40-03:00,"@juliarochasim ""Privatiza tudo!"" Não surpreende que merda tenha fixação por privada.",gAAAAABj7UmKfvRJFvUWpHGYl3u5hSO8sSU_hh7X2yhOW1oCtRqDMufRJx0hEEccBeXHChlCHBWnwuxh2zDYQ0OkZz6aWLG4E4pTdMY8Os7TbZwY3wYh3_6y8BTaWpvrgcWFj87dN-kObiRbj2r7iBTX2vEu2vng2A==,1,1057825300984291329,0.20002717,0.8956167128580476,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKvUxtltDwafD7iUQfejjjptXPxVdIFxiK0Ut5dLjiEBj_7cmmVR1fOGbix7c5Sh2-zKlF1zEEpKuGDArnExOYX7FkMQV6g3efsN8rf-6Rleo=,2022-08-28 23:19:13-03:00,@juliarochasim Dois machistas  EGÓLATRAS FDP,gAAAAABj7UmKtyrzFMIVOALTgK55uM2BJR0-mR6Nyt-xhhHJ767C37XFeOPY8INIV322-E8VsY1kZmIT2-CsvuZPAIY3LWTgxpsFHn8EdGfC28GspSalztnsaTwFpN1gONp6DJXKXJNb--b8O0iB2krLc37hQ5UR3Q==,1,1057825300984291329,0.9365295,0.6599170727482515,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKfXgfMezvGK8vFRAVUS-uVMmD4vRcYhSu2l9p-yvfdTPgC0j890PJR68FBTf5eZYZcxEd0FNJAheVBiMVNEJ4Ei5-JrO3K-_q7wJKse0gzeU=,2022-08-28 23:17:04-03:00,"@juliarochasim Sim, tá concentrando os esforços no Lula e tá afagando o Bozo",gAAAAABj7UmKNbisLXc0B9RNh-KjCrNLJ_4ZX3OeYQq-SZi652vm3VQGTLgL5Uahw6FMZTbiIqmsqWaTzEPbplQza4zEOqfB-2YhvBIFLB5lMZjTjU6I_CJ9LNFkORWIgP3L6T1JrtBEnyX02OeoCv-2dLkuCBYavU2OfUgDOqtkpNQoUCuavIU=,1,1057825300984291329,0.26675466,0.5577661029518921,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKd1ROzS3qUrqhH0U7nl52glJLo_Epr2rZJcFPniLPUtXfrjuOemsfD7VnH4_2h-ZvTIQ2Oyj3TMSbLPXmM-ZiquYrizzvTE0nrx2AEWBu2Rs=,2022-08-28 23:33:25-03:00,@CarinaBelome @SorayaThronicke Ela falou da fome mas anda de jatinho o tempo todo. Doe este dinheiro do fundão demagoga,gAAAAABj7UmKGfHLQR1ilnhHcYYxHapZ4dfG8WEZmVmnTNDC9U4ljfP5x2Y1VUx9H1qiQR2Vy5UL4P6nutl-91WqTOWcQRqX8E2clJshillHjc6XnyrFsNtfzjVEdQnnIyxPCQgywpAV4Zycl5EL4ILThc4gm5kKdVZQbqX3xFXYUE-bXGpFPEQ=,1,1238554035092930560,0.57658917,0.9996939673917283,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKHy9tUNVzJYCo9XPQMQ2a9jyuccFwPKAhK8E-xYqz-L03jBuyAJV0qhC8ZkU4u2vAT_UZtzhKeMGTqgDG-wVJay-W4t3GbS6NhM4ROIaADYw=,2022-08-28 23:22:14-03:00,@CarinaBelome @michelyfarina Os intervalos deve ter tomado o goró dele … o alcoólatra corrupto não abandona a cachaça .,gAAAAABj7UmKPt2TXogwmUs8RF1obZRNLWO3bIA7BliXW1Wv3CPCQhGKx419ovUidQm4yyFXdr5lxf2OqZxltbb2jyovXlsOG57JN6N2lqUw1V4EbHNd8HF2wJv8M6zGTwapYplCq682yBZs842FR1JR_rOwK1Llzw==,1,1238554035092930560,0.6535208,0.9786522299135866,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK_bIydVhxclNi_Cc6cO1igVZo6Ox1GCwCDncwyNlRVSQQRM3obfxhGV1USTwjWZdMZdbfoioADs7jDdywDfJNMOAE8nQYQQXc86LsT_M5s2E=,2022-08-28 23:59:22-03:00,@AriadnaArantes Foi trocar a fralda que devia tá cheia kkkk,gAAAAABj7UmK8AbO_mzz2EQyw8MI91zi4_eC4yyFI1c6ypkU6SLxUeSRDOmT_6jOvLfYReS0NgZ8NC3MkHppvUZlHdou9VE4o5nV81JV7MgyeR792jD2be2k8CSfT8mLjD1ysffSspggfNdb5_-gV6Ov4puTyOwA-XT1ASiENZR_M2gyecqVHdE=,1,137942699,0.29968503,0.15549032503317192,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKnpqjAyMdDzCyoDV76f0PaVsd4j4ZaOUXuXJWeOI4z5gUT4l9KrbWGbNRG36jgxh3VMsanCQr9m9bzIufGRmiTAJTd4t5az6R4s3eMFhFhsU=,2022-08-28 23:45:26-03:00,@AriadnaArantes @LulaOficial kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk(estude),gAAAAABj7UmKXwQsvBueVpJAuAlgvZy7TKHoAlZ29Ckm3NgfmLeean_KfZDDT5hn1amveH5PVecx65d0D8qKdNkjztbqWvgaNhwUIahRedUFHGNIiC2uWSr8k6mW68TqdPix876yXoEO-Pvr8hkMxLsgHOyG6xujKQ==,1,137942699,0.20593633,0.8249418739814919,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKmtRLA5KK_2e30ERv9JzoUgX87X8Tar5MMRFdtx7RljXerrg5eidGtBZBk0UfxkjwofKz2I9cAac2v2ofx2cvhhQB0VrRhFcCXfmFvpJs-9I=,2022-08-28 23:42:20-03:00,"@AriadnaArantes por isso que eu já te disse, estude ....",gAAAAABj7UmKtYz6RZ4fv7C5EDFymRjlCWdKRvGhGQg7aPSDIAYLEGu5B8ZRh4E3Jld5RvjuTnV6XwZkU0Q1-GNS-6ftd61fcAyEqAfwT02-3qJ13eshvDr_9PDiPW-gFqqwnrTkzcQKGW0ZV6pwfBO3amD5y9M5Rw==,1,137942699,0.015420121,0.9921819858933707,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK4CEftpnxmQnwV0ZKqvc3VlbuKjmtJ1wgPUSUA86LhgwoJ385pnbkRrhoGSKLCC6k6xRs2S2lvkXKUESWP6Tgck3Cm0WTjN2kWyvau7aj2g0=,2022-08-28 22:37:20-03:00,@AriadnaArantes @jairbolsonaro Lixo é esse cachaceiro,gAAAAABj7UmKmKXSHRgivjPATFTM0OrJxLq9UpIakgbQ20as_5zUZtIQwNTVdgqMYu4VQN59eX8Vpzms3vWovn82Af2FqqgmphIUDfrvawLeovnvttk7Pkd_Hc4ZtunaYvfdPbJkofo5AsqJLKWlxwY3sG7lpRR8FH3PJUd5E203hfBvxN8769I=,1,137942699,0.41798756,0.3667144665249628,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKmzexQLGJJsWOgoRXPmgCLDhFYCAw9VRLEcKCjhsUyyhpl08_imFhGUx5f5rfiO0sPqVa3lLSVqbwvCqfjJJFJ7BnvhyhIj6W1UTP2X_1EyA=,2022-08-28 22:36:03-03:00,@AriadnaArantes Gostando da mulherada...,gAAAAABj7UmK-7ytAuyAz2nstuYszrWURut-YcvQhLDeF7mwWBh5fKVeZkSiKafFjeiIeH7tl4dv9i49w3eBdpsVUnaOWZr5Z2e2z3hLm-1OQ4EDlQNCX6nKAdVGv6YKIsDtBUfkepnrdZrNMpV-4vGtnRfCODIcvg==,1,137942699,0.11620957,0.5511884551247072,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKmU6ceb9EanIHZU616RNbWJ3bK33LjBB_Q9OQ7p6NgaLL-XFrXldVSZTOa-F5Jsp6gylLLw6YQCS5dc4mkgWf-36n-6A26_jlBUvh24fwK6M=,2022-08-28 22:34:21-03:00,@AriadnaArantes @jairbolsonaro Oferece o que vc já toma pois vc tá acostumado ficar com esse bumbum guloso a disposição das hemorróidas,gAAAAABj7UmKJih6rK2_86vq1aOFg7fYe-sZegHcQkhYzJKR8byWpg8DOm5ouQd8Y3k0GCeq_yUIBd_aBexlhgmpGE5Fpdv2Q1HGJ1O-F42Lh2JrLWZLprPh4aqRulFxrYoqcvMhB3rdOCfjSR32OMp044A7pzVBZA==,1,137942699,0.7069178,0.9999026006126452,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK8OMhQlvmqlC22xqEx8Xg9GjCcoBJqSSrCE96u6UZCjwDp8po89aSWBylj9AMx48dFjYe3auV_ZhdAUmh2YIQb0oanEoBRlbAB3QMLYwX1mY=,2022-08-28 22:34:16-03:00,@AriadnaArantes @jairbolsonaro O debate é DELAS! ❤️👏,gAAAAABj7UmK3UGX4-FZZyHoNauNpc5p01llKeLmVEeWsRUlsZks9S6RZzbTz_1mlRQk9dazI1M8w_IjZA8Z-E7MHZuzeQj4GLKc9HzV0Kt52nvAyENvISt3t37FnpZ5DxtsVLTX77imMK618r0JMZGMbnTe6y6764WJCWxnlURqH4U0hDAZXRM=,1,137942699,0.049446672,0.3871087601032736,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKpcQXVi82gB2p1OJ-X-X3aEvMbMVmSmgtxiCicxZpKVuyriOpTN_9BdiSsPUiFmxyswennctanoON2lyGU3KOlsCWxCiwDo0AmglPQmT2QS4=,2022-08-28 22:21:48-03:00,@AriadnaArantes Não tão expondo o Bozo como deveriam,gAAAAABj7UmKxBN3Q6a_6l-fipEzK61L3Dfo4j_Ty9whzehy_0Hhrle6HGp7S7tU8FPQfwRChTJ2qm9rYXiQdgwkOsNOc8rOd1cBvefAm8JYfb2i8-OlgSP76W0kuQhbMRC4JAGoLAb80knObZPNOPrwUnmU_xUmcg==,1,137942699,0.113781355,0.8630719787260864,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKLbZqavd43_Ll9VtwYSNhm9GT-A7fOyXf66YCQEcVHvdwJFwODDBaQlsQ94h9YdAhbpxBRT1k4tFDF2_IPEK9lNjzusWX-GSNaWhLBr_Becc=,2022-08-28 23:47:33-03:00,@BrunoEnglerDM ladrão 👉🧔🏻,gAAAAABj7UmKDZnNiY3tM3dz0AvCE4YwDsc0Bz1myHVTO9_Ypqw3CAJ4_f480WGPD5ISTcv5gvlYEjOOErxP0AouZCTwVwJdlUcqrgG_C3S-EOyvoSieO3ICDIj3hLZML4pZ0Q4jIyo25YZWiK4kNprPiONnjNA_ch1ldvGHL87NBfRvJIgxAVo=,1,184210354,0.4870827,0.5144071269273068,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKlvECzxjuO_nsHn6_wGe7H-rSKrF5IT-JTpNwc4yps54WuPBoKUuF56R6j_hUgpvkZWYI2xpHVKw74FPfhLfsSBBHmGCwEQ4sjzFUsyqb1yA=,2022-08-28 22:41:18-03:00,@LuizANCarvalho 10,gAAAAABj7UmKNyl2_1RK32R5Z58R3yWHpf39_Jva804pXy9eKbK2vwfG6wDS8_a1i29hbUFgM775-o9ggAJLilgijyiqJ4Ur1zxBxjDvadSRp-ex9D1fulGPA4UPTHPQMgZGRmU8y9Dx7SwVdfypwW9ufgmA8CghYQ==,1,2320296362,0.011341795,0.37586267528862966,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKzozSRbI7dF2bY-nu3guJlIYZvA8Lgb1bw6ZYN42vvON98Gu9my1-4wVgOmG-xhlb0j_tPEQry4HOAqd6m9XH4s6JYYNThxHSWY8rEh_t5mM=,2022-08-28 23:21:42-03:00,@carteiroreaca Tá bem. Solto.,gAAAAABj7UmKnFGaq6lxMgLuo0hIdUtS9WZtJTVrRznbHrCAQktEV0TtQqkbWAmF6rgDglRLtxosLsZcIfYmBS2FF7mG6S3AhtsXyqMToxOX9qt_bHMgB2hS7feHcJXtVTCNzDkVJtdIjHtFdYTOXje-ffdPmCnRow==,1,2797010717,0.040945936,0.5816824924646111,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKDOJ-JkNw6cDvM9gRgUtV8j0jgwVWdNoNCsFd8b6SpxZ0G3t9-yseo311WEL0HjXuCAlXQ0Amp5nkQdAhmmS5Zzqu8JCERGH4KaZ-2owbuQo=,2022-08-28 23:59:27-03:00,@luceliaoficial BOLSONARO ODEIA AS MULHERES,gAAAAABj7UmKYDr_vMBgbx3Z67fdJR-vkO0XqPbUwjmkcmjqJPCj1v0eNRxtuU0Ysx-sw1G72ohYg6AEhtz501M3E6HgPqYsGRPPSv1BtNdcrS6_NzzsMzRkgBmcKw3H3SDrLPCpXdbFt-X0Yxk0-1eQhgH7wRJ5ZkoqFiLkIPLSmxCtfWzhsv0=,1,301834723,0.43651155,0.9099743682027172,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK1kSjK0QykJRiErDq9DJO6OeyRBlHevzvMBHqxtf3HrqjwXcFuIqLJ7hMFdAFCcEyRgs0ojxjFdnygAYhSoHVuxKrJ9HLcDpFrR9JvBpD0L8=,2022-08-28 23:31:35-03:00,@luceliaoficial E disse merda o futuro presidiário.,gAAAAABj7UmKFFmeCYQFFeh7f3Knsrg3n8t_3yM2q3Bgz1gtWJP-CLvYVkPRwmRFTKbjLBlx0WTPFaBle6LgWaWapFC-1cWUaKXtpVR3fB37zLZW0VlI1PRTzvUKmfIqqgVgE3pr1FOB2oFI6v3osjrJTbHnJWjUfavG9AKDyI2l2rZxPYM7ZVs=,1,301834723,0.37859067,0.9838645016971984,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKXj1N5KmM5ip1UOlE9eRdd1Jjo7BnSYHpMbF2uxx-OJR54Z_zN9Sxc98qX_LnGqn6PXykAdujEMR9fiC4UPpr4J-_9xs-qQH1czLPZqpLXmY=,2022-08-28 22:36:32-03:00,@marcofeliciano Bolsonaro é o tchutchuca 😂😂,gAAAAABj7UmKfW7OtZRdycQIiIACcrwfhYgxOrx6gB-kFRic_QfC_SosyxvANES3PA8TKpfxSl-7ftr3K6BmfwxB4E5ZLc6A9ZYvc0IbtjYTmdgXJMWBAZnUU_xc5AmUWBMOpGhauH5tdPuHrYo3cnjibqkk_SBhvQ==,1,35805725,0.35523275,0.9264636697933866,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKUHRe9ElOk7t17u1dNYl-iJYjc36K-MjazZmVGWp8EcRihJBLn0OnXw3HFZKXby3u601eS4ljotARnHoqU-hgHLIQ-iZP8UDC_2SLbGeq818=,2022-08-28 21:54:13-03:00,"@marcofeliciano Sentiu, vagabundo?!
Ahahahahahhah https://t.co/GaDjh98lAD",gAAAAABj7UmKMWidrs3bOCSrN7DppDmpEcST1Cqp7EQ9xfdDKHsV5jQf8jpAQtHi0NXHF0XMLs4EqrJMmOUBBQgABNiJ-BUHuwyEke4jGuRPcddWfrDA7Je1LZbA-LWW8DJ9eS6OSeNFzyb8GP0qcOQpBYfjAJq2HA==,1,35805725,0.2610303,0.8740978573539092,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKKw9u6fkUX0TWw72aCr_oRMrHly37lfNZ6G_wYkFsOq3BPW7yx5cnAvPA2DAfZCvwFWcppS25I6gQ0si2Nat8uzlzkm-DkN-UIL24KFtk2E8=,2022-08-28 21:47:45-03:00,@marcofeliciano EITA INVEJINHA,gAAAAABj7UmKRuso9GPbaKLktvCo6F8n30JZnpOc9uYMN0hE-JRtrLbcLG-ojJ9yiekVP-WH28uPnepuFiR6GkEXSn3aN8S4aXf6BkC4grOs5R9JXSsWeCXdXDanWcfHapgMSvFBDURatOncWeMRmjcHT8oavzYTBg==,1,35805725,0.35928217,0.9635548268104185,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKO-cJc29tecSA1sNgJNZNNpAi_AlcJKDIp6kwgIvOHmPuE2I1SCoc_IldbIiqt0QXny8fp3LjVgq7UOOSYnQ4-IPd15dMF-eFi-KeYex09Dw=,2022-08-28 23:07:19-03:00,@carmelonetobr @bernardo4211 kkkkkkkkkkkkkkkkkkkk tem que manter o nível de álc00l no sangue,gAAAAABj7UmKtuMu8BmLhXUGPxos93lnCSTsJQRoURcCc7yET3k80wQHKTgkRTvdBjENtUFZCyAttTXhrJ8R2gd2SdH0V6wUGQbRz4MsGcMt0sUSJfBngWOK1fMXIDM1U31hjwZsRH9cXAvPp7Wdm1noqEjMpgi7HQ==,1,3662771592,0.24776429,0.43157569908748633,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK9zPorCxCwbCxs4PzQAVEr5A3ZFHL_nDUmPcbk-w8bMt42wE3azl5zH1L4Kz9mEl4TcQMOKcVirDQR-15OQQydwgIdZK25Fquoxod2INglCU=,2022-08-28 22:20:11-03:00,@marcosbrazrio vai se fuder,gAAAAABj7UmKdXvB_XlyzrMSL4Lpe1Ke1tXCF1SiyWZA7RbgtM0Rl7hHLLVsoSHc6yQrr1DDmni7DefuQ5Mm75A5C-VDarPr_V_0f55m3rcX2_TEGV1WrGAbSXflXifvZAec1OWUqNuhsBYj5ZACbzCLmbHkJJqYfA==,1,460343731,0.90035343,0.9975947412461338,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKBptOQEl6Meo_4XpHd8jFe68ZCitUG3e5tyFOt-MH32DvJgD4uPvNC0yCj4fCMuIlxWSHsrsLick5By14nJ3NxUE31tnfnyxuvvSGVqJ0Z7k=,2022-08-28 22:53:03-03:00,"@fernandabarth BolsoNero escroto, machista e sexista! Dizer a uma jornalista que está ali trabalhando, antes de tudo uma mulher casada, que ela o persegue por ir dormir pensando nele! Um porco! Queria ver esse covarde falar assim com o marido dela por perto!",gAAAAABj7UmKfLCzmWJkyn5N_bthR7Bwu03GcinT1B7SYa_FqwCN_ZuJ43aDZq1ZdbtF8LVBSq8GMq5Aj93w4Pg4RRwJMt7Dg72JnKzRTpUJOisQU4g_hYbJxeXsTFayUgIOgBuhtu50iHA-_uwM3-F8n9pXK5AGJA==,1,59534429,0.7983708,0.9999410075142012,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKOmIv-nRIBZUQ0e67VSf-s3ezpcOulrdvXYApddsUVAe8BhrMOBwUB2cHtov7CPHihCJVDHewzPoNqwTqYBKe_owGgZII9FjLYYGsT5ChzJY=,2022-08-28 22:53:03-03:00,@fernandabarth Esta Sra. TEBET é que envergonha todas as mulheres. Oportunista de primeira hora.,gAAAAABj7UmKv7xptbqN2ANNnDcLyInZUXnDbWKqPT8sG83Ia3iqS2ImF5YCgrhtqwGbVxELcspieTJKOpVsAaOExYaiFCWWrg9B0NDAK1mDhDbueP2zok4z7J-2TTyaM5B98IEWzg2KFO7y95hc77eGtPNMffzeBqmfWcDyMnXgC6kusE0NMgk=,1,59534429,0.72747916,0.6939017831197464,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKBWWiCAWJ2b1ezdNLfUSJWiTRpaFrOfu8MNnx6i7cMyODEnF3d2Aa-6rt1Ef1xMTzeDQUsrocVajRe3cmPgmTyrZkxVtQbCxIvwhBJfQ2qHQ=,2022-08-28 23:48:16-03:00,"@erlan_bastos Você está usando drugas ou está bêbado, puxa saco de cachaceiro.
Seu insignificante",gAAAAABj7UmKOdrQ7tW0NutllvujssGI5v1Xks9LN7NxG5H9KSj2J_aPCis1PCdjPxhkpf0MB4B8RDHICKI_Hxbzo55fvEo8kfmToO3tfxizUzd9vuAlpjk9Er1OZh4ha9nBTve8oruvi0FeIYsZRDrms8ewlhuSpuDm9rEYaEiBOW7Ajr8BHMQ=,1,78148969,0.71708274,0.9999905580396378,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKJypmRBbUdVmKM3pH5s_NZiwStUhQKMFanTTsnxIjzDkYdsioHOhi2Pyq2p1kGqJxE_z0HSF3MaQrL3K-aKIThEKC_7W4YeTHXLUse1zT3Mg=,2022-08-28 22:43:15-03:00,@fabiofelixdf Total! Mas pelo menos do jeito dela lançou a (in) direta pro genocida de que ele amansa quando fala com homem e semore ataca as mulheres.,gAAAAABj7UmKYEXhHUYrQPmf7rF4HNs9auirBluYIgI4OQSGRRpk4x8ns8IdzyIO0lmL8eqkJEQsK6Y1sUDZjJ4D5-ec10h_pI0EEXpI3LUPEDKqqMXmjcpfyqmalNQ1syotQswVi9F6qkZC5zzDU9RtBIQzDGOiSQ==,1,81384580,0.5176896,0.261953146557785,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKiuwUGm3_vqNV0X18HOUO0AYHOeN1yMXVXIy1dWkQyeVfFRf7vhxAIjJk3ocflZ_AvFnnbQ8UnwknlYuumrwPvp0TMMi-PCo1KHkFPpVe2bY=,2022-08-28 22:32:34-03:00,@fabiofelixdf Tá querendo falar grosso !! Kkkk mas tá mais perdida que tudo !!,gAAAAABj7UmK2zQ-OXyE9loQ4VGIN0WB9VSnuODAsR5G5h5X8m974z6Yx-_hrUIYDeSZ6sCQCodYaoG7YUpv32tX5fGYxMKkY4yseP4qMOfWI9h6X6NtQVcx7ifwRYc1WrmYFPkMElX1E8cpk5r1OOUcteFsSm6TCPxxslzyJj3HJaKHRmTUQJw=,1,81384580,0.4411455,0.0035959363669154946,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmK5EX4wSn0m7NArFkD--hfz6pXh9OrS_HY602i4DhDouin8fM24hZob1DE5aD1i99_EfXPyMirw6PSq8xJ9_EEQPJl-IbCEXuFRCUiSMm8jPs=,2022-08-28 22:22:03-03:00,"@cabojunioamaral ela não foi jangada, ela foi violentada! Típico do machista misógino e violento presidente que só virão “machão” para atacar mulher",gAAAAABj7UmKRH4Hg8lqPKy0v7k8W97VRPSQzyRHI8bpKbzLFeSBMSKU_FCxu4-6iMTIIaf5aJZEQO3PA-YgC4Yz2QBDF_ox4XlkkygWgeW3KJR0hzQUJlt0D9qNWdUSTTKHNjdvDxn3qZwVinUTJfqBM6sJrKSGTA==,1,917727546615193601,0.8007115,1.5970188464692086e-05,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKA0tMHNrhMFx00NwpqC1B7GSPYYbSpl8ym_DtN028nqs4GUP_H1ndWzE7o1T4V9AFj2xiEpGz12nJE1itRauxYGsQwo2OGIbifh5Iltwo2xU=,2022-08-28 23:06:02-03:00,@valbolsonaro @BolsonaroSP Onça de motel kkkkkkkkkkkkk,gAAAAABj7UmKG-gAvqIj5zhFuzUSADujX9AvqHieWPalPRw8xuAWlFg5tKWZVZ6NBQlhETkIQ1gH2grL-ZWYoAdLMIoIMZ2WFQ79HB2hSDVFzhzKT2i4cc6KLGYpu2T7VYDlqkImNrXb0Hok13Vm99Nt2mZgsCU2ZnQRDykrQEHaF1toFDoVxIs=,1,943448461680275457,0.36520988,0.9290684168751168,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKN2LoFwIRwV8VC-Baf_mqkbLotbIr4dej-HAxMM3iJfPveLFFtkDAiSjdDtFp3No5PPiydao-e9ZVsP2jFpi2fZjsMbz978R4JFLgjWYUxdU=,2022-08-28 23:10:33-03:00,"@alesilva_38 @jairbolsonaro Acha normal ele tratar uma mulher assim ? Mineiras, nao votem nessa aqui.",gAAAAABj7UmK4j4yXUgmW8YKaRADpX_bS45Fd1QslYxoVqiBi4Z6hfSb41pfKqwPCQlnjCCK5LKk0z_ZW2ojMyriBlvUMh9ceVbJThLb5qUReaXUMmPqo6alMzb9S1OW_jBEjba3U6D4i-vLWWGcwzUfzosZXsJlMAPrNUjBQs5F6nigHxOzK8k=,1,984479654399610882,0.35316694,0.816665099109794,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
gAAAAABj7UmKgu4Q5HaqW2LXPjGWAeKXDleUuikQTxpwkwTC3vOruoyAjZaRII2B6WLvOt_qjARZX6RmbDAFqkjHOegWHKfmdoghWSsx8UNyzyNC9Hu-Hj4=,2022-08-28 21:44:47-03:00,"@andreiadejesuus Massacrando o gado, candidata",gAAAAABj7UmKWEmQMp5wW1oSyY2NFDv73imAuIn4-H1qguGDFq_G6CSdT1WXLp0obRNgaAj00Cyrk_bOf6MkkXyoS3DsPxKXGMLG7HWyNGnMOq2e6TVWOZaA5NhuPbR2Z8posaQuCIdOpZmR9X7kBKpCdzOOdvOYUQ==,1,994268335486504963,0.75309765,0.9688949995643988,../dados/processados/amostra_tweets_escolhidos_para_anotacao.csv
